Objekt Code,Organisation,Typ,Kategorie,Nummer,GPS,Name,Verwendung,Klassifizierung,Sterne,Zimmer,Planquadrat,Orts /Stadtteil,Leistung,Produkt,Max. Betten,Standardbelegung,Marketing Codes
1003,AROSA,Winter,Skischule,1,"9.66423297800003,46.7766336080001",Skischule Arosa,,,,,,,,,,,"Humor Festival Hotels, Skischule Inklusive"
