Objekt Code,Organisation,Typ,Kategorie,Nummer,GPS,Name,Verwendung,Klassifizierung,Sterne,Zimmer,Planquadrat,Orts /Stadtteil,Leistung,Produkt,Max. Betten,Standardbelegung,Marketing Codes
1003,AROSA,Museum,Heimatmuseum,1,"9.66059291300007,46.7748845770001",Heimatmuseum,,,,,,,,,,,"Humor Festival Hotels, Skischule Inklusive"
